experiment,dataset,method,n_clients,seed,metric,value,scenario
exp2_topology,narma10,ring,,2.0,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 2}"
exp2_topology,narma10,ring,,2.0,avg_path_length,50.25125628140704,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 2}"
exp2_topology,narma10,ring,,3.0,nrmse,0.249160379668388,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,narma10,ring,,3.0,mean_degree,2.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,narma10,ring,,3.0,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,narma10,ring,,3.0,avg_path_length,50.25125628140704,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,narma10,ring,,4.0,nrmse,0.2553184347139249,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,narma10,ring,,4.0,mean_degree,2.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,narma10,ring,,4.0,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,narma10,ring,,4.0,avg_path_length,50.25125628140704,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,narma10,ring,,5.0,nrmse,0.2328928579288949,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,narma10,ring,,5.0,mean_degree,2.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,narma10,ring,,5.0,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,narma10,ring,,5.0,avg_path_length,50.25125628140704,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,narma10,ring,,6.0,nrmse,0.2021495555264118,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,narma10,ring,,6.0,mean_degree,2.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,narma10,ring,,6.0,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,narma10,ring,,6.0,avg_path_length,50.25125628140704,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,narma10,ring,,7.0,nrmse,0.2823686637472042,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,narma10,ring,,7.0,mean_degree,2.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,narma10,ring,,7.0,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,narma10,ring,,7.0,avg_path_length,50.25125628140704,"{""task"": ""narma10"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,mackey_glass,random,,0.0,nrmse,0.0040890800011121,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 0}"
exp2_topology,mackey_glass,random,,0.0,mean_degree,38.34,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 0}"
exp2_topology,mackey_glass,random,,0.0,clustering,0.1947792188534165,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 0}"
exp2_topology,mackey_glass,random,,0.0,avg_path_length,1.8076884422110555,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 0}"
exp2_topology,mackey_glass,random,,1.0,nrmse,0.0042269730631933,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 1}"
exp2_topology,mackey_glass,random,,1.0,mean_degree,38.62,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 1}"
exp2_topology,mackey_glass,random,,1.0,clustering,0.1957514229888223,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 1}"
exp2_topology,mackey_glass,random,,1.0,avg_path_length,1.8066331658291457,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 1}"
exp2_topology,mackey_glass,random,,2.0,nrmse,0.0043845841545643,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 2}"
exp2_topology,mackey_glass,random,,2.0,mean_degree,38.28,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 2}"
exp2_topology,mackey_glass,random,,2.0,clustering,0.1937789262921656,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 2}"
exp2_topology,mackey_glass,random,,2.0,avg_path_length,1.8082412060301507,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 2}"
exp2_topology,mackey_glass,random,,3.0,nrmse,0.0044161760266128,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 3}"
exp2_topology,mackey_glass,random,,3.0,mean_degree,37.83,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 3}"
exp2_topology,mackey_glass,random,,3.0,clustering,0.1921174943595627,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 3}"
exp2_topology,mackey_glass,random,,3.0,avg_path_length,1.810502512562814,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 3}"
exp2_topology,mackey_glass,random,,4.0,nrmse,0.0040073597685126,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 4}"
exp2_topology,mackey_glass,random,,4.0,mean_degree,36.87,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 4}"
exp2_topology,mackey_glass,random,,4.0,clustering,0.1866512733947013,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 4}"
exp2_topology,mackey_glass,random,,4.0,avg_path_length,1.8161809045226127,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 4}"
exp2_topology,mackey_glass,random,,5.0,nrmse,0.0046070734432212,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 5}"
exp2_topology,mackey_glass,random,,5.0,mean_degree,37.96,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 5}"
exp2_topology,mackey_glass,random,,5.0,clustering,0.1909378939397518,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 5}"
exp2_topology,mackey_glass,random,,5.0,avg_path_length,1.8098994974874367,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 5}"
exp2_topology,mackey_glass,random,,6.0,nrmse,0.0041648522947467,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 6}"
exp2_topology,mackey_glass,random,,6.0,mean_degree,38.05,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 6}"
exp2_topology,mackey_glass,random,,6.0,clustering,0.1937395670549839,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 6}"
exp2_topology,mackey_glass,random,,6.0,avg_path_length,1.8094472361809044,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 6}"
exp2_topology,mackey_glass,random,,7.0,nrmse,0.0042964339506029,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 7}"
exp2_topology,mackey_glass,random,,7.0,mean_degree,38.25,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 7}"
exp2_topology,mackey_glass,random,,7.0,clustering,0.1915943101851036,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 7}"
exp2_topology,mackey_glass,random,,7.0,avg_path_length,1.8079396984924625,"{""task"": ""mackey_glass"", ""topology"": ""random"", ""seed"": 7}"
exp2_topology,mackey_glass,small_world,,0.0,nrmse,0.0052463345472856,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 0}"
exp2_topology,mackey_glass,small_world,,0.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 0}"
exp2_topology,mackey_glass,small_world,,0.0,clustering,0.4688608891108891,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 0}"
exp2_topology,mackey_glass,small_world,,0.0,avg_path_length,3.1553768844221106,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 0}"
exp2_topology,mackey_glass,small_world,,1.0,nrmse,0.0045099754203037,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 1}"
exp2_topology,mackey_glass,small_world,,1.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 1}"
exp2_topology,mackey_glass,small_world,,1.0,clustering,0.5019557942057942,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 1}"
exp2_topology,mackey_glass,small_world,,1.0,avg_path_length,3.241005025125628,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 1}"
exp2_topology,mackey_glass,small_world,,2.0,nrmse,0.0049688155826915,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 2}"
exp2_topology,mackey_glass,small_world,,2.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 2}"
exp2_topology,mackey_glass,small_world,,2.0,clustering,0.494541625041625,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 2}"
exp2_topology,mackey_glass,small_world,,2.0,avg_path_length,3.2718090452261306,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 2}"
exp2_topology,mackey_glass,small_world,,3.0,nrmse,0.0049636195215616,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 3}"
exp2_topology,mackey_glass,small_world,,3.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 3}"
exp2_topology,mackey_glass,small_world,,3.0,clustering,0.4986901154401154,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 3}"
exp2_topology,mackey_glass,small_world,,3.0,avg_path_length,3.260653266331658,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 3}"
exp2_topology,mackey_glass,small_world,,4.0,nrmse,0.0050861618174127,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 4}"
exp2_topology,mackey_glass,small_world,,4.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 4}"
exp2_topology,mackey_glass,small_world,,4.0,clustering,0.5060434010434011,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 4}"
exp2_topology,mackey_glass,small_world,,4.0,avg_path_length,3.301809045226131,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 4}"
exp2_topology,mackey_glass,small_world,,5.0,nrmse,0.0049956789545131,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 5}"
exp2_topology,mackey_glass,small_world,,5.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 5}"
exp2_topology,mackey_glass,small_world,,5.0,clustering,0.5072622932622932,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 5}"
exp2_topology,mackey_glass,small_world,,5.0,avg_path_length,3.2666331658291456,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 5}"
exp2_topology,mackey_glass,small_world,,6.0,nrmse,0.0056477374522649,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 6}"
exp2_topology,mackey_glass,small_world,,6.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 6}"
exp2_topology,mackey_glass,small_world,,6.0,clustering,0.4862883782883783,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 6}"
exp2_topology,mackey_glass,small_world,,6.0,avg_path_length,3.1867336683417085,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 6}"
exp2_topology,mackey_glass,small_world,,7.0,nrmse,0.0055103277345744,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 7}"
exp2_topology,mackey_glass,small_world,,7.0,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 7}"
exp2_topology,mackey_glass,small_world,,7.0,clustering,0.4865948773448773,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 7}"
exp2_topology,mackey_glass,small_world,,7.0,avg_path_length,3.202562814070352,"{""task"": ""mackey_glass"", ""topology"": ""small_world"", ""seed"": 7}"
exp2_topology,mackey_glass,scale_free,,0.0,nrmse,0.0048845599513551,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 0}"
exp2_topology,mackey_glass,scale_free,,0.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 0}"
exp2_topology,mackey_glass,scale_free,,0.0,clustering,0.1296057527497914,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 0}"
exp2_topology,mackey_glass,scale_free,,0.0,avg_path_length,2.456130653266332,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 0}"
exp2_topology,mackey_glass,scale_free,,1.0,nrmse,0.0052252819799659,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 1}"
exp2_topology,mackey_glass,scale_free,,1.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 1}"
exp2_topology,mackey_glass,scale_free,,1.0,clustering,0.1061169581168495,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 1}"
exp2_topology,mackey_glass,scale_free,,1.0,avg_path_length,2.501256281407035,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 1}"
exp2_topology,mackey_glass,scale_free,,2.0,nrmse,0.0053581496991851,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 2}"
exp2_topology,mackey_glass,scale_free,,2.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 2}"
exp2_topology,mackey_glass,scale_free,,2.0,clustering,0.1111786320557255,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 2}"
exp2_topology,mackey_glass,scale_free,,2.0,avg_path_length,2.490050251256281,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 2}"
exp2_topology,mackey_glass,scale_free,,3.0,nrmse,0.0049449444004493,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 3}"
exp2_topology,mackey_glass,scale_free,,3.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 3}"
exp2_topology,mackey_glass,scale_free,,3.0,clustering,0.1223247081680308,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 3}"
exp2_topology,mackey_glass,scale_free,,3.0,avg_path_length,2.465628140703517,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 3}"
exp2_topology,mackey_glass,scale_free,,4.0,nrmse,0.0054231629729805,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 4}"
exp2_topology,mackey_glass,scale_free,,4.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 4}"
exp2_topology,mackey_glass,scale_free,,4.0,clustering,0.1131905841651611,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 4}"
exp2_topology,mackey_glass,scale_free,,4.0,avg_path_length,2.482110552763819,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 4}"
exp2_topology,mackey_glass,scale_free,,5.0,nrmse,0.005232543650468,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 5}"
exp2_topology,mackey_glass,scale_free,,5.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 5}"
exp2_topology,mackey_glass,scale_free,,5.0,clustering,0.1189610969749502,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 5}"
exp2_topology,mackey_glass,scale_free,,5.0,avg_path_length,2.4895477386934672,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 5}"
exp2_topology,mackey_glass,scale_free,,6.0,nrmse,0.005723156341676,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 6}"
exp2_topology,mackey_glass,scale_free,,6.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 6}"
exp2_topology,mackey_glass,scale_free,,6.0,clustering,0.1198710193975505,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 6}"
exp2_topology,mackey_glass,scale_free,,6.0,avg_path_length,2.471256281407036,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 6}"
exp2_topology,mackey_glass,scale_free,,7.0,nrmse,0.0050658206230547,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 7}"
exp2_topology,mackey_glass,scale_free,,7.0,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 7}"
exp2_topology,mackey_glass,scale_free,,7.0,clustering,0.1229895951120123,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 7}"
exp2_topology,mackey_glass,scale_free,,7.0,avg_path_length,2.474221105527638,"{""task"": ""mackey_glass"", ""topology"": ""scale_free"", ""seed"": 7}"
exp2_topology,mackey_glass,ring,,0.0,nrmse,0.0048863710078221,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 0}"
exp2_topology,mackey_glass,ring,,0.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 0}"
exp2_topology,mackey_glass,ring,,0.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 0}"
exp2_topology,mackey_glass,ring,,0.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 0}"
exp2_topology,mackey_glass,ring,,1.0,nrmse,0.0074822727770773,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 1}"
exp2_topology,mackey_glass,ring,,1.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 1}"
exp2_topology,mackey_glass,ring,,1.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 1}"
exp2_topology,mackey_glass,ring,,1.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 1}"
exp2_topology,mackey_glass,ring,,2.0,nrmse,0.021526076711443,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 2}"
exp2_topology,mackey_glass,ring,,2.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 2}"
exp2_topology,mackey_glass,ring,,2.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 2}"
exp2_topology,mackey_glass,ring,,2.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 2}"
exp2_topology,mackey_glass,ring,,3.0,nrmse,0.0368444304852745,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,mackey_glass,ring,,3.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,mackey_glass,ring,,3.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,mackey_glass,ring,,3.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 3}"
exp2_topology,mackey_glass,ring,,4.0,nrmse,0.0142776309038905,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,mackey_glass,ring,,4.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,mackey_glass,ring,,4.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,mackey_glass,ring,,4.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 4}"
exp2_topology,mackey_glass,ring,,5.0,nrmse,0.0127088608396832,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,mackey_glass,ring,,5.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,mackey_glass,ring,,5.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,mackey_glass,ring,,5.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 5}"
exp2_topology,mackey_glass,ring,,6.0,nrmse,0.0046953702523027,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,mackey_glass,ring,,6.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,mackey_glass,ring,,6.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,mackey_glass,ring,,6.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 6}"
exp2_topology,mackey_glass,ring,,7.0,nrmse,0.0046234950250922,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,mackey_glass,ring,,7.0,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,mackey_glass,ring,,7.0,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology,mackey_glass,ring,,7.0,avg_path_length,50.25125628140704,"{""task"": ""mackey_glass"", ""topology"": ""ring"", ""seed"": 7}"
exp2_topology_summary,mackey_glass,random,,,nrmse_mean,0.0042740665878207,"{""task"": ""mackey_glass"", ""topology"": ""random""}"
exp2_topology_summary,mackey_glass,random,,,nrmse_std,0.0001939444752703,"{""task"": ""mackey_glass"", ""topology"": ""random""}"
exp2_topology_summary,mackey_glass,random,,,clustering,0.1924187633835635,"{""task"": ""mackey_glass"", ""topology"": ""random""}"
exp2_topology_summary,mackey_glass,random,,,mean_degree,38.025,"{""task"": ""mackey_glass"", ""topology"": ""random""}"
exp2_topology_summary,mackey_glass,ring,,,nrmse_mean,0.0133805635003232,"{""task"": ""mackey_glass"", ""topology"": ""ring""}"
exp2_topology_summary,mackey_glass,ring,,,nrmse_std,0.0111945032643053,"{""task"": ""mackey_glass"", ""topology"": ""ring""}"
exp2_topology_summary,mackey_glass,ring,,,clustering,0.0,"{""task"": ""mackey_glass"", ""topology"": ""ring""}"
exp2_topology_summary,mackey_glass,ring,,,mean_degree,2.0,"{""task"": ""mackey_glass"", ""topology"": ""ring""}"
exp2_topology_summary,mackey_glass,scale_free,,,nrmse_mean,0.0052322024523918,"{""task"": ""mackey_glass"", ""topology"": ""scale_free""}"
exp2_topology_summary,mackey_glass,scale_free,,,nrmse_std,0.0002737224272409,"{""task"": ""mackey_glass"", ""topology"": ""scale_free""}"
exp2_topology_summary,mackey_glass,scale_free,,,clustering,0.1180297933425089,"{""task"": ""mackey_glass"", ""topology"": ""scale_free""}"
exp2_topology_summary,mackey_glass,scale_free,,,mean_degree,9.75,"{""task"": ""mackey_glass"", ""topology"": ""scale_free""}"
exp2_topology_summary,mackey_glass,small_world,,,nrmse_mean,0.0051160813788259,"{""task"": ""mackey_glass"", ""topology"": ""small_world""}"
exp2_topology_summary,mackey_glass,small_world,,,nrmse_std,0.0003551141560646,"{""task"": ""mackey_glass"", ""topology"": ""small_world""}"
exp2_topology_summary,mackey_glass,small_world,,,clustering,0.4937796717171717,"{""task"": ""mackey_glass"", ""topology"": ""small_world""}"
exp2_topology_summary,mackey_glass,small_world,,,mean_degree,10.0,"{""task"": ""mackey_glass"", ""topology"": ""small_world""}"
exp2_topology_summary,narma10,random,,,nrmse_mean,0.2360111138245946,"{""task"": ""narma10"", ""topology"": ""random""}"
exp2_topology_summary,narma10,random,,,nrmse_std,0.0353133502082169,"{""task"": ""narma10"", ""topology"": ""random""}"
exp2_topology_summary,narma10,random,,,clustering,0.1908959502392148,"{""task"": ""narma10"", ""topology"": ""random""}"
exp2_topology_summary,narma10,random,,,mean_degree,38.01,"{""task"": ""narma10"", ""topology"": ""random""}"
exp2_topology_summary,narma10,ring,,,nrmse_mean,0.2348446715121338,"{""task"": ""narma10"", ""topology"": ""ring""}"
exp2_topology_summary,narma10,ring,,,nrmse_std,0.0322858283796348,"{""task"": ""narma10"", ""topology"": ""ring""}"
exp2_topology_summary,narma10,ring,,,clustering,0.0,"{""task"": ""narma10"", ""topology"": ""ring""}"
exp2_topology_summary,narma10,ring,,,mean_degree,2.0,"{""task"": ""narma10"", ""topology"": ""ring""}"
exp2_topology_summary,narma10,scale_free,,,nrmse_mean,0.2529938863885895,"{""task"": ""narma10"", ""topology"": ""scale_free""}"
exp2_topology_summary,narma10,scale_free,,,nrmse_std,0.0330244921893364,"{""task"": ""narma10"", ""topology"": ""scale_free""}"
exp2_topology_summary,narma10,scale_free,,,clustering,0.1174004599008324,"{""task"": ""narma10"", ""topology"": ""scale_free""}"
exp2_topology_summary,narma10,scale_free,,,mean_degree,9.75,"{""task"": ""narma10"", ""topology"": ""scale_free""}"
exp2_topology_summary,narma10,small_world,,,nrmse_mean,0.2475318509084479,"{""task"": ""narma10"", ""topology"": ""small_world""}"
exp2_topology_summary,narma10,small_world,,,nrmse_std,0.0277765010835527,"{""task"": ""narma10"", ""topology"": ""small_world""}"
exp2_topology_summary,narma10,small_world,,,clustering,0.490845748001998,"{""task"": ""narma10"", ""topology"": ""small_world""}"
exp2_topology_summary,narma10,small_world,,,mean_degree,10.0,"{""task"": ""narma10"", ""topology"": ""small_world""}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.986104872821552,"{""round"": 1.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 1.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9808764252688807,"{""round"": 2.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 2.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9757949121820176,"{""round"": 3.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 3.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9708580029010562,"{""round"": 4.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 4.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9660620310145106,"{""round"": 5.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 5.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9614033974588928,"{""round"": 6.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 6.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9568785703939404,"{""round"": 7.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 7.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9524840850192836,"{""round"": 8.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 8.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9482165433532428,"{""round"": 9.0}"
exp3_convergence,narma10,,,,exact_nrmse,0.2317430246879019,"{""round"": 9.0}"
exp3_convergence,narma10,,,,fedavg_nrmse,0.9440726139734256,"{""round"": 10.0}"
